id,code,sheet,cx,cy,width,height
40739,4166,71,3800,1400,42,76
40740,4166,71,4000,1400,41,76
40741,4166,71,200,1600,41,75
40742,4166,71,400,1600,41,74
40743,4166,71,600,1600,41,75
40744,4166,71,800,1600,41,75
40745,4166,71,1000,1600,41,75
40746,4166,71,1200,1600,43,74
40747,4166,71,1400,1600,40,74
40748,4166,71,1600,1600,41,75
40749,4166,71,1800,1600,35,58
40750,4166,71,2000,1600,41,74
40751,4166,71,2200,1600,41,74
40752,4166,71,2400,1600,41,75
40753,4166,71,2600,1600,42,76
40754,4166,71,2800,1600,41,75
40755,4166,71,3000,1600,41,75
40756,4166,71,3200,1600,41,76
40757,4166,71,3400,1600,41,75
40758,4166,71,3600,1600,42,75
40759,4166,71,3800,1600,41,74
40760,4166,71,4000,1600,41,75
40761,4166,71,200,1800,35,58
40762,4166,71,400,1800,43,75
40763,4166,71,600,1800,41,74
40764,4166,71,800,1800,42,75
40765,4166,71,1000,1800,43,75
40766,4166,71,1200,1800,42,74
40767,4166,71,1400,1800,41,75
40768,4166,71,1600,1800,42,75
40769,4166,71,1800,1800,42,76
40770,4167,71,2000,1800,38,54
40771,4167,71,2200,1800,45,54
40772,4167,71,2400,1800,36,54
40773,4167,71,2600,1800,38,54
40774,4167,71,2800,1800,38,53
40775,4167,71,3000,1800,38,54
40776,4167,71,3200,1800,38,54
40777,4167,71,3400,1800,37,54
40778,4167,71,3600,1800,37,56
40779,4167,71,3800,1800,36,55
40780,4167,71,4000,1800,38,54
40781,4167,71,200,2000,36,54
40782,4167,71,400,2000,38,54
40783,4167,71,600,2000,35,54
40784,4167,71,800,2000,35,54
40785,4167,71,1000,2000,38,54
40786,4167,71,1200,2000,35,53
40787,4168,71,1400,2000,41,59
40788,4168,71,1600,2000,36,57
40789,4168,71,1800,2000,41,57
40790,4168,71,2000,2000,38,58
40791,4168,71,2200,2000,37,57
40792,4168,71,2400,2000,38,59
40793,4168,71,2600,2000,32,46
40794,4168,71,2800,2000,40,58
40795,4168,71,3000,2000,39,58
40796,4168,71,3200,2000,41,57
40797,4168,71,3400,2000,41,58
40798,4168,71,3600,2000,41,57
40799,4168,71,3800,2000,37,58
40800,4168,71,4000,2000,37,58
40801,4168,71,200,2200,37,58
40802,4168,71,400,2200,37,58
40803,4168,71,600,2200,41,58
40804,4168,71,800,2200,37,58
40805,4168,71,1000,2200,39,58
40806,4168,71,1200,2200,37,58
40807,4168,71,1400,2200,37,57
40808,4168,71,1600,2200,38,59
40809,4169,71,1800,2200,20,55
40810,4169,71,2000,2200,21,54
40811,4169,71,2200,2200,20,56
40812,4169,71,2400,2200,20,55
40813,4169,71,2600,2200,21,55
40814,4169,71,2800,2200,21,56
40815,4169,71,3000,2200,17,40
40816,4169,71,3200,2200,20,54
40817,4169,71,3400,2200,21,55
40818,4169,71,3600,2200,19,55
40819,4169,71,3800,2200,18,40
40820,4169,71,4000,2200,19,54
40821,4169,71,200,2400,20,54
40822,4169,71,400,2400,20,55
40823,4169,71,600,2400,18,55
40824,4169,71,800,2400,19,55
40825,4169,71,1000,2400,21,56
40826,4169,71,1200,2400,19,54
40827,4169,71,1400,2400,20,55
40828,4169,71,1600,2400,17,39
40829,4169,71,1800,2400,19,56
40830,4169,71,2000,2400,22,55
40831,4169,71,2200,2400,21,55
40832,4169,71,2400,2400,20,54
40833,4169,71,2600,2400,22,55
40834,4169,71,2800,2400,21,55
40835,4169,71,3000,2400,20,56
40836,4169,71,3200,2400,20,56
40837,4169,71,3400,2400,19,54
40838,4169,71,3600,2400,17,39
40839,4169,71,3800,2400,20,55
40840,4169,71,4000,2400,19,55
40841,4169,71,200,2600,19,55
40842,4169,71,400,2600,20,55
40843,4169,71,600,2600,22,57
40844,4169,71,800,2600,18,44
40845,4169,71,1000,2600,22,55
40846,416a,71,1200,2600,26,50
40847,416a,71,1400,2600,25,51
40848,416a,71,1600,2600,34,72
40849,416a,71,1800,2600,25,50
40850,416a,71,2000,2600,26,51
40851,416a,71,2200,2600,25,51
40852,416a,71,2400,2600,34,71
40853,416a,71,2600,2600,25,50
40854,416a,71,2800,2600,26,51
40855,416a,71,3000,2600,26,51
40856,416a,71,3200,2600,26,50
40857,416a,71,3400,2600,25,51
40858,416a,71,3600,2600,19,36
40859,416b,71,3800,2600,28,41
40860,416b,71,4000,2600,38,58
40861,416b,71,200,2800,35,59
40862,416b,71,400,2800,27,41
40863,416b,71,600,2800,35,58
40864,416b,71,800,2800,37,58
40865,416b,71,1000,2800,37,58
40866,416b,71,1200,2800,28,40
40867,416b,71,1400,2800,38,59
40868,416b,71,1600,2800,28,41
40869,416b,71,1800,2800,44,57
40870,416b,71,2000,2800,29,40
40871,416b,71,2200,2800,29,41
40872,416c,71,2400,2800,21,57
40873,416c,71,2600,2800,21,57
40874,416c,71,2800,2800,22,57
40875,416c,71,3000,2800,19,59
40876,416c,71,3200,2800,22,57
40877,416c,71,3400,2800,20,57
40878,416c,71,3600,2800,17,58
40879,416c,71,3800,2800,18,58
40880,416c,71,4000,2800,17,58
40881,416c,71,200,3000,17,58
40882,416c,71,400,3000,21,57
40883,416c,71,600,3000,18,58
40884,416c,71,800,3000,21,57
40885,416c,71,1000,3000,21,57
40886,416c,71,1200,3000,21,57
40887,416c,71,1400,3000,18,59
40888,416c,71,1600,3000,18,58
40889,416c,71,1800,3000,17,58
40890,416c,71,2000,3000,16,58
40891,416c,71,2200,3000,21,57
40892,416c,71,2400,3000,21,57
40893,416c,71,2600,3000,18,59
40894,416c,71,2800,3000,13,46
40895,416c,71,3000,3000,17,59
40896,416c,71,3200,3000,18,57
40897,416c,71,3400,3000,21,58
40898,416c,71,3600,3000,16,58
40899,416d,71,3800,3000,62,38
40900,416d,71,4000,3000,62,37
40901,416d,71,200,3200,62,37
40902,416d,71,400,3200,68,39
40903,416d,71,600,3200,63,37
40904,416d,71,800,3200,53,27
40905,416d,71,1000,3200,68,39
40906,416d,71,1200,3200,65,38
40907,416d,71,1400,3200,53,26
40908,416d,71,1600,3200,62,37
40909,416d,71,1800,3200,62,37
40910,416d,71,2000,3200,62,37
40911,416d,71,2200,3200,62,38
40912,416d,71,2400,3200,63,38
40913,416d,71,2600,3200,64,38
40914,416d,71,2800,3200,68,38
40915,416d,71,3000,3200,62,38
40916,416d,71,3200,3200,68,39
40917,416d,71,3400,3200,62,38
40918,416d,71,3600,3200,63,38
40919,416d,71,3800,3200,61,37
40920,416d,71,4000,3200,54,29
40921,416e,71,200,3400,45,38
40922,416e,71,400,3400,35,26
40923,416e,71,600,3400,41,37
40924,416e,71,800,3400,35,27
40925,416e,71,1000,3400,46,38
40926,416e,71,1200,3400,35,26
40927,416e,71,1400,3400,36,26
40928,416e,71,1600,3400,45,38
40929,416e,71,1800,3400,32,23
40930,416e,71,2000,3400,36,27
40931,416e,71,2200,3400,41,37
40932,416e,71,2400,3400,35,25
40933,416e,71,2600,3400,46,38
40934,416e,71,2800,3400,40,38
40935,416e,71,3000,3400,35,26
40936,416e,71,3200,3400,35,27
40937,416e,71,3400,3400,35,26
40938,416e,71,3600,3400,41,38
40939,416e,71,3800,3400,41,38
40940,416e,71,4000,3400,35,26
40941,416e,71,200,3600,41,37
40942,416e,71,400,3600,45,38
40943,416e,71,600,3600,35,26
40944,416e,71,800,3600,45,38
40945,416e,71,1000,3600,35,27
40946,416e,71,1200,3600,35,26
40947,416e,71,1400,3600,36,26
40948,416e,71,1600,3600,41,37
40949,416e,71,1800,3600,45,38
40950,416e,71,2000,3600,40,37
40951,416e,71,2200,3600,40,38
40952,416e,71,2400,3600,36,29
40953,416e,71,2600,3600,35,26
40954,416e,71,2800,3600,36,27
40955,416e,71,3000,3600,45,39
40956,416e,71,3200,3600,35,26
40957,416e,71,3400,3600,41,36
40958,416e,71,3600,3600,40,37
40959,416e,71,3800,3600,36,27
40960,416e,71,4000,3600,36,26
40961,416e,71,200,3800,35,27
40962,416e,71,400,3800,36,26
40963,416e,71,600,3800,45,38
40964,416e,71,800,3800,46,38
40965,416e,71,1000,3800,35,26
40966,416e,71,1200,3800,46,38
40967,416e,71,1400,3800,41,38
40968,416e,71,1600,3800,39,37
40969,416e,71,1800,3800,46,38
40970,416e,71,2000,3800,41,38
40971,416e,71,2200,3800,36,26
40972,416e,71,2400,3800,36,27
40973,416e,71,2600,3800,34,26
40974,416e,71,2800,3800,35,27
40975,416e,71,3000,3800,40,37
40976,416e,71,3200,3800,45,39
40977,416e,71,3400,3800,41,37
40978,416e,71,3600,3800,40,37
40979,416f,71,3800,3800,32,37
40980,416f,71,4000,3800,31,38
40981,416f,71,200,4000,32,37
40982,416f,71,400,4000,33,38
40983,416f,71,600,4000,31,37
40984,416f,71,800,4000,33,37
40985,416f,71,1000,4000,33,38
40986,416f,71,1200,4000,33,38
40987,416f,71,1400,4000,32,39
40988,416f,71,1600,4000,29,29
40989,416f,71,1800,4000,32,37
40990,416f,71,2000,4000,33,38
40991,416f,71,2200,4000,32,38
40992,416f,71,2400,4000,32,38
40993,416f,71,2600,4000,34,37
40994,416f,71,2800,4000,34,38
40995,416f,71,3000,4000,31,38
40996,416f,71,3200,4000,38,40
40997,416f,71,3400,4000,38,39
40998,416f,71,3600,4000,32,37
40999,4170,71,3800,4000,33,37
41000,4170,71,4000,4000,32,38
41001,4170,71,200,4200,46,53
41002,4170,71,400,4200,46,54
41003,4170,71,600,4200,33,37
41004,4170,71,800,4200,41,53
41005,4170,71,1000,4200,40,53
41006,4170,71,1200,4200,43,53
41007,4170,71,1400,4200,40,53
41008,4170,71,1600,4200,40,52
41009,4170,71,1800,4200,41,53
41010,4170,71,2000,4200,40,53
41011,4170,71,2200,4200,33,37
41012,4170,71,2400,4200,41,53
41013,4170,71,2600,4200,43,53
41014,4170,71,2800,4200,44,54
41015,4170,71,3000,4200,40,53
41016,4170,71,3200,4200,40,52
41017,4170,71,3400,4200,40,52
41018,4170,71,3600,4200,40,53
41019,4170,71,3800,4200,32,37
41020,4170,71,4000,4200,40,54
41021,4171,71,200,4400,26,38
41022,4171,71,400,4400,36,53
41023,4171,71,600,4400,34,54
41024,4171,71,800,4400,26,37
41025,4171,71,1000,4400,35,54
41026,4171,71,1200,4400,27,38
41027,4171,71,1400,4400,34,54
41028,4171,71,1600,4400,25,37
41029,4171,71,1800,4400,27,38
41030,4171,71,2000,4400,27,38
41031,4171,71,2200,4400,35,53
41032,4171,71,2400,4400,21,27
41033,4171,71,2600,4400,27,37
41034,4171,71,2800,4400,26,38
41035,4171,71,3000,4400,35,53
41036,4171,71,3200,4400,35,53
41037,4171,71,3400,4400,27,38
41038,4171,71,3600,4400,34,53
41039,4171,71,3800,4400,26,37
41040,4171,71,4000,4400,35,53
41041,4171,71,200,4600,34,54
41042,4171,71,400,4600,34,53
41043,4171,71,600,4600,38,53
41044,4171,71,800,4600,35,52
41045,4171,71,1000,4600,26,38
41046,4171,71,1200,4600,27,38
41047,4171,71,1400,4600,27,38
41048,4171,71,1600,4600,38,55
41049,4171,71,1800,4600,34,52
41050,4171,71,2000,4600,35,54
41051,4171,71,2200,4600,27,38
41052,4171,71,2400,4600,26,37
41053,4171,71,2600,4600,26,37
41054,4171,71,2800,4600,34,53
41055,4171,71,3000,4600,34,53
41056,4171,71,3200,4600,34,53
41057,4171,71,3400,4600,32,53
41058,4171,71,3600,4600,26,37
41059,4171,71,3800,4600,34,54
41060,4171,71,4000,4600,35,53
41061,4171,71,200,4800,26,37
41062,4171,71,400,4800,36,53
41063,4172,71,600,4800,34,38
41064,4172,71,800,4800,33,37
41065,4172,71,1000,4800,34,38
41066,4172,71,1200,4800,33,37
41067,4172,71,1400,4800,32,37
41068,4172,71,1600,4800,32,38
41069,4172,71,1800,4800,35,38
41070,4172,71,2000,4800,33,37
41071,4172,71,2200,4800,33,37
41072,4172,71,2400,4800,33,37
41073,4172,71,2600,4800,29,28
41074,4172,71,2800,4800,32,37
41075,4172,71,3000,4800,33,38
41076,4172,71,3200,4800,33,37
41077,4172,71,3400,4800,33,37
41078,4172,71,3600,4800,31,38
41079,4172,71,3800,4800,34,38
41080,4172,71,4000,4800,34,37
41081,4173,71,200,5000,27,38
41082,4173,71,400,5000,27,38
41083,4173,71,600,5000,28,37
41084,4173,71,800,5000,27,37
41085,4173,71,1000,5000,31,39
41086,4173,71,1200,5000,27,37
41087,4173,71,1400,5000,31,38
41088,4173,71,1600,5000,28,39
41089,4173,71,1800,5000,28,39
41090,4173,71,2000,5000,28,37
41091,4173,71,2200,5000,28,37
41092,4173,71,2400,5000,28,38
41093,4173,71,2600,5000,27,37
41094,4173,71,2800,5000,31,38
41095,4173,71,3000,5000,27,37
41096,4173,71,3200,5000,28,37
41097,4173,71,3400,5000,28,37
41098,4173,71,3600,5000,28,38
41099,4173,71,3800,5000,27,38
41100,4173,71,4000,5000,30,38
41101,4173,71,200,5200,28,37
41102,4173,71,400,5200,29,38
41103,4173,71,600,5200,27,37
41104,4173,71,800,5200,29,38
41105,4173,71,1000,5200,28,37
41106,4173,71,1200,5200,28,37
41107,4173,71,1400,5200,26,38
41108,4173,71,1600,5200,28,38
41109,4174,71,1800,5200,23,54
41110,4174,71,2000,5200,23,53
41111,4174,71,2200,5200,25,51
41112,4174,71,2400,5200,25,51
41113,4174,71,2600,5200,22,52
41114,4174,71,2800,5200,19,38
41115,4174,71,3000,5200,22,52
41116,4174,71,3200,5200,25,51
41117,4174,71,3400,5200,22,52
41118,4174,71,3600,5200,24,51
41119,4174,71,3800,5200,23,52
41120,4174,71,4000,5200,22,53
41121,4174,71,200,5400,22,52
41122,4174,71,400,5400,23,53
41123,4174,71,600,5400,22,52
41124,4174,71,800,5400,22,52
41125,4174,71,1000,5400,24,51
41126,4174,71,1200,5400,19,41
41127,4174,71,1400,5400,21,52
41128,4174,71,1600,5400,23,53
41129,4174,71,1800,5400,23,54
41130,4174,71,2000,5400,23,52
41131,4174,71,2200,5400,25,54
41132,4174,71,2400,5400,22,52
41133,4174,71,2600,5400,24,52
41134,4174,71,2800,5400,19,36
41135,4174,71,3000,5400,25,52
41136,4174,71,3200,5400,22,52
41137,4174,71,3400,5400,23,52
41138,4174,71,3600,5400,22,51
41139,4174,71,3800,5400,23,52
41140,4174,71,4000,5400,22,52
41141,4174,71,200,5600,25,52
41142,4174,71,400,5600,22,52
41143,4174,71,600,5600,22,52
41144,4174,71,800,5600,23,52
41145,4174,71,1000,5600,22,52
41146,4174,71,1200,5600,22,52
41147,4174,71,1400,5600,22,52
41148,4175,71,1600,5600,42,37
41149,4175,71,1800,5600,38,38
41150,4175,71,2000,5600,40,37
41151,4175,71,2200,5600,43,37
41152,4175,71,2400,5600,39,38
41153,4175,71,2600,5600,43,39
41154,4175,71,2800,5600,43,38
41155,4175,71,3000,5600,42,38
41156,4175,71,3200,5600,39,37
41157,4175,71,3400,5600,39,37
41158,4175,71,3600,5600,40,39
41159,4175,71,3800,5600,39,37
41160,4175,71,4000,5600,43,37
41161,4175,71,200,5800,42,39
41162,4175,71,400,5800,43,38
41163,4175,71,600,5800,35,38
41164,4175,71,800,5800,43,38
41165,4175,71,1000,5800,42,38
41166,4175,71,1200,5800,36,38
41167,4175,71,1400,5800,36,38
41168,4175,71,1600,5800,38,38
41169,4175,71,1800,5800,32,28
41170,4176,71,2000,5800,31,38
41171,4176,71,2200,5800,33,37
41172,4176,71,2400,5800,33,37
41173,4176,71,2600,5800,33,37
41174,4176,71,2800,5800,33,37
41175,4176,71,3000,5800,33,38
41176,4176,71,3200,5800,34,37
41177,4176,71,3400,5800,33,38
41178,4176,71,3600,5800,37,38
41179,4176,71,3800,5800,33,38
41180,4176,71,4000,5800,35,38
41181,4176,72,200,200,33,38
41182,4176,72,400,200,33,38
41183,4176,72,600,200,33,38
41184,4177,72,800,200,50,37
41185,4177,72,1000,200,50,38
41186,4177,72,1200,200,50,38
41187,4177,72,1400,200,55,38
41188,4177,72,1600,200,55,38
41189,4177,72,1800,200,55,37
41190,4177,72,2000,200,56,39
41191,4177,72,2200,200,42,26
41192,4177,72,2400,200,49,38
41193,4177,72,2600,200,55,38
41194,4177,72,2800,200,55,39
41195,4177,72,3000,200,55,38
41196,4177,72,3200,200,51,38
41197,4177,72,3400,200,50,38
41198,4178,72,3600,200,41,39
41199,4178,72,3800,200,38,38
41200,4178,72,4000,200,41,39
41201,4178,72,200,400,37,37
41202,4178,72,400,400,42,38
41203,4178,72,600,400,42,39
41204,4178,72,800,400,41,39
41205,4179,72,1000,400,35,53
41206,4179,72,1200,400,36,54
41207,4179,72,1400,400,35,54
41208,4179,72,1600,400,35,54
41209,4179,72,1800,400,36,54
41210,4179,72,2000,400,35,53
41211,4179,72,2200,400,36,54
41212,4179,72,2400,400,38,54
41213,417a,72,2600,400,35,39
41214,417a,72,2800,400,35,37
41215,417a,72,3000,400,35,38
41216,417a,72,3200,400,34,39
41217,417a,72,3400,400,34,39
41218,417a,72,3600,400,30,30
41219,417a,72,3800,400,34,39
41220,417a,72,4000,400,35,38
41221,417a,72,200,600,35,38
41222,417a,72,400,600,35,38
41223,417a,72,600,600,36,37
41224,417a,72,800,600,35,39
41225,417a,72,1000,600,35,39
41226,417a,72,1200,600,36,38
41227,417a,72,1400,600,35,38
41228,417a,72,1600,600,35,38
41229,417a,72,1800,600,35,38
41230,417a,72,2000,600,34,38
41231,417a,72,2200,600,34,39
41232,417a,72,2400,600,35,39
41233,417a,72,2600,600,35,38
41234,41e9,72,2800,600,35,58
41235,41e9,72,3000,600,36,59
41236,41e9,72,3200,600,35,59
41237,4261,72,3400,600,36,26
41238,4261,72,3600,600,36,27
41239,4261,72,3800,600,36,26
41240,4261,72,4000,600,36,26
41241,4261,72,200,800,36,27
41242,4261,72,400,800,35,26
41243,4261,72,600,800,36,27
41244,4261,72,800,800,36,27
41245,4261,72,1000,800,37,26
41246,4261,72,1200,800,37,27
41247,4261,72,1400,800,35,26
41248,4261,72,1600,800,35,26
41249,4261,72,1800,800,36,26
41250,4261,72,2000,800,36,26
41251,4261,72,2200,800,47,39
41252,4261,72,2400,800,36,26
41253,4261,72,2600,800,47,38
41254,4261,72,2800,800,36,26
41255,4261,72,3000,800,31,23
41256,4261,72,3200,800,36,27
41257,4261,72,3400,800,36,27
41258,4261,72,3600,800,47,39
41259,4261,72,3800,800,36,26
41260,4261,72,4000,800,46,38
41261,4261,72,200,1000,44,38
41262,4261,72,400,1000,46,39
41263,4261,72,600,1000,36,26
41264,4261,72,800,1000,46,38
41265,4261,72,1000,1000,37,27
41266,4261,72,1200,1000,36,27
41267,4261,72,1400,1000,37,26
41268,4261,72,1600,1000,46,38
41269,4261,72,1800,1000,36,26
41270,4261,72,2000,1000,36,27
41271,4261,72,2200,1000,35,26
41272,4261,72,2400,1000,46,37
41273,4261,72,2600,1000,35,26
41274,4261,72,2800,1000,36,27
41275,4261,72,3000,1000,35,26
41276,4261,72,3200,1000,35,26
41277,4261,72,3400,1000,36,26
41278,4261,72,3600,1000,46,38
41279,4261,72,3800,1000,36,27
41280,4261,72,4000,1000,36,27
41281,4261,72,200,1200,35,27
41282,4261,72,400,1200,36,26
41283,4261,72,600,1200,35,26
41284,4261,72,800,1200,36,27
41285,4261,72,1000,1200,47,39
41286,4261,72,1200,1200,46,38
41287,4261,72,1400,1200,36,25
41288,4261,72,1600,1200,33,23
41289,4261,72,1800,1200,36,26
41290,4261,72,2000,1200,34,27
41291,4261,72,2200,1200,39,29
41292,4261,72,2400,1200,36,26
41293,4261,72,2600,1200,37,26
41294,4261,72,2800,1200,46,38
41295,4261,72,3000,1200,36,27
41296,4261,72,3200,1200,36,26
41297,4261,72,3400,1200,46,38
41298,4261,72,3600,1200,36,26
41299,4261,72,3800,1200,36,27
41300,4261,72,4000,1200,36,27
41301,4261,72,200,1400,36,26
41302,4261,72,400,1400,46,38
41303,4261,72,600,1400,36,27
41304,4261,72,800,1400,38,27
41305,4261,72,1000,1400,47,38
41306,4261,72,1200,1400,36,27
41307,4261,72,1400,1400,36,26
41308,4261,72,1600,1400,36,26
41309,4261,72,1800,1400,46,38
41310,4261,72,2000,1400,46,38
41311,4261,72,2200,1400,33,26
41312,4261,72,2400,1400,36,27
41313,4261,72,2600,1400,36,27
41314,4261,72,2800,1400,36,27
41315,4261,72,3000,1400,35,27
41316,4261,72,3200,1400,36,25
41317,4261,72,3400,1400,37,26
41318,4261,72,3600,1400,47,38
41319,4261,72,3800,1400,36,27
41320,4261,72,4000,1400,46,38
41321,4261,72,200,1600,36,27
41322,4261,72,400,1600,36,26
41323,4261,72,600,1600,45,38
41324,4261,72,800,1600,32,23
41325,4261,72,1000,1600,37,27
41326,4261,72,1200,1600,36,26
41327,4261,72,1400,1600,36,26
41328,4261,72,1600,1600,32,22
41329,4261,72,1800,1600,36,26
41330,4261,72,2000,1600,33,23
41331,4261,72,2200,1600,47,39
41332,4261,72,2400,1600,47,38
41333,4261,72,2600,1600,36,26
41334,4261,72,2800,1600,35,26
41335,4261,72,3000,1600,36,27
41336,4261,72,3200,1600,47,38
41337,4261,72,3400,1600,36,26
41338,4261,72,3600,1600,36,27
41339,4261,72,3800,1600,36,26
41340,4261,72,4000,1600,35,26
41341,4261,72,200,1800,47,38
41342,4261,72,400,1800,35,26
41343,4262,72,600,1800,35,52
41344,4262,72,800,1800,36,52
41345,4262,72,1000,1800,47,75
41346,4262,72,1200,1800,35,52
41347,4262,72,1400,1800,36,53
41348,4262,72,1600,1800,36,52
41349,4262,72,1800,1800,47,75
41350,4262,72,2000,1800,36,52
41351,4262,72,2200,1800,47,75
41352,4262,72,2400,1800,35,53
41353,4262,72,2600,1800,46,74
41354,4262,72,2800,1800,46,74
41355,4262,72,3000,1800,36,53
41356,4262,72,3200,1800,35,52
41357,4263,72,3400,1800,43,54
41358,4263,72,3600,1800,33,37
41359,4263,72,3800,1800,43,54
41360,4263,72,4000,1800,43,54
41361,4263,72,200,2000,43,54
41362,4263,72,400,2000,33,38
41363,4264,72,600,2000,34,60
41364,4264,72,800,2000,34,59
41365,4266,72,1000,2000,35,74
41366,4266,72,1200,2000,36,74
41367,4266,72,1400,2000,36,74
41368,4266,72,1600,2000,37,75
41369,4266,72,1800,2000,35,74
41370,4266,72,2000,2000,30,59
41371,4266,72,2200,2000,36,74
41372,4266,72,2400,2000,25,52
41373,4266,72,2600,2000,36,74
41374,4266,72,2800,2000,34,74
41375,4266,72,3000,2000,35,74
41376,4266,72,3200,2000,35,74
41377,4266,72,3400,2000,35,74
41378,4266,72,3600,2000,36,74
41379,4266,72,3800,2000,35,75
41380,4266,72,4000,2000,36,74
41381,4268,72,200,2200,27,41
41382,4268,72,400,2200,35,59
41383,4268,72,600,2200,35,59
41384,4268,72,800,2200,34,61
41385,4268,72,1000,2200,34,59
41386,4268,72,1200,2200,35,60
41387,426b,72,1400,2200,40,59
41388,426b,72,1600,2200,40,59
41389,426e,72,1800,2200,36,74
41390,426e,72,2000,2200,26,53
41391,426e,72,2200,2200,34,75
41392,426e,72,2400,2200,26,53
41393,426e,72,2600,2200,36,75
41394,426e,72,2800,2200,35,74
41395,4270,72,3000,2200,45,38
41396,4270,72,3200,2200,44,37
41397,4270,72,3400,2200,44,38
41398,4270,72,3600,2200,44,37
41399,4270,72,3800,2200,44,37
41400,4270,72,4000,2200,45,38
41401,4271,72,200,2400,41,54
41402,4271,72,400,2400,29,38
41403,4271,72,600,2400,40,55
41404,4271,72,800,2400,40,55
41405,4271,72,1000,2400,39,55
41406,4271,72,1200,2400,39,56
41407,4271,72,1400,2400,40,55
41408,4271,72,1600,2400,39,56
41409,4271,72,1800,2400,39,55
41410,4271,72,2000,2400,39,54
41411,4271,72,2200,2400,39,55
41412,4271,72,2400,2400,39,55
41413,4271,72,2600,2400,40,56
41414,4271,72,2800,2400,31,44
41415,4271,72,3000,2400,39,54
41416,4271,72,3200,2400,39,55
41417,4272,72,3400,2400,45,38
41418,4272,72,3600,2400,45,37
41419,4273,72,3800,2400,40,38
41420,4273,72,4000,2400,40,38
41421,4273,72,200,2600,30,25
41422,4273,72,400,2600,40,38
41423,4273,72,600,2600,31,26
41424,4273,72,800,2600,38,38
41425,4275,72,1000,2600,44,74
41426,4275,72,1200,2600,44,75
41427,4275,72,1400,2600,43,75
41428,4275,72,1600,2600,44,74
41429,4275,72,1800,2600,45,74
41430,4275,72,2000,2600,44,75
41431,4278,72,2200,2600,38,27
41432,4278,72,2400,2600,38,27
41433,4278,72,2600,2600,49,39
41434,4278,72,2800,2600,38,26
41435,4278,72,3000,2600,50,38
41436,4278,72,3200,2600,38,27
41437,4278,72,3400,2600,38,26
41438,4278,72,3600,2600,38,26
41439,4278,72,3800,2600,49,38
41440,4278,72,4000,2600,50,38
41441,4278,72,200,2800,38,27
41442,4278,72,400,2800,49,38
41443,0141,72,600,2800,60,58
41444,0141,72,800,2800,60,59
41445,0141,72,1000,2800,61,58
41446,0141,72,1200,2800,62,58
41447,0141,72,1400,2800,61,59
41448,0141,72,1600,2800,56,60
41449,0141,72,1800,2800,43,42
41450,0141,72,2000,2800,60,59
41451,0142,72,2200,2800,32,42
41452,0142,72,2400,2800,48,58
41453,0142,72,2600,2800,48,58
41454,0142,72,2800,2800,48,58
41455,0142,72,3000,2800,47,58
41456,0142,72,3200,2800,47,58
41457,0142,72,3400,2800,48,58
41458,0143,72,3600,2800,53,60
41459,0143,72,3800,2800,42,47
41460,0143,72,4000,2800,42,47
41461,0143,72,200,3000,54,60
41462,0143,72,400,3000,54,60
41463,0143,72,600,3000,50,58
41464,0143,72,800,3000,53,60
41465,0143,72,1000,3000,54,61
41466,0143,72,1200,3000,54,60
41467,0143,72,1400,3000,37,43
41468,0144,72,1600,3000,63,58
41469,0144,72,1800,3000,62,58
41470,0144,72,2000,3000,61,58
41471,0144,72,2200,3000,62,58
41472,0144,72,2400,3000,62,58
41473,0144,72,2600,3000,61,59
41474,0144,72,2800,3000,64,58
41475,0144,72,3000,3000,63,59
41476,0144,72,3200,3000,63,58
41477,0145,72,3400,3000,48,57
41478,0145,72,3600,3000,48,57
41479,0145,72,3800,3000,50,58
41480,0146,72,4000,3000,51,58
41481,0146,72,200,3200,48,58
41482,0146,72,400,3200,49,57
41483,0146,72,600,3200,48,57
41484,0146,72,800,3200,48,59
41485,0147,72,1000,3200,44,43
41486,0147,72,1200,3200,63,61
41487,0148,72,1400,3200,62,58
41488,0148,72,1600,3200,42,42
41489,0148,72,1800,3200,49,45
41490,0148,72,2000,3200,48,45
41491,0148,72,2200,3200,49,45
41492,0148,72,2400,3200,62,59
41493,0148,72,2600,3200,82,80
41494,0148,72,2800,3200,63,58
41495,0148,72,3000,3200,42,43
41496,0148,72,3200,3200,57,57
41497,0148,72,3400,3200,48,46
41498,0148,72,3600,3200,63,59
41499,0148,72,3800,3200,48,46
41500,0148,72,4000,3200,62,59
41501,0148,72,200,3400,48,46
41502,0148,72,400,3400,65,58
41503,0148,72,600,3400,49,46
41504,0148,72,800,3400,48,45
41505,0149,72,1000,3400,24,58
41506,0149,72,1200,3400,24,58
41507,0149,72,1400,3400,25,58
41508,0149,72,1600,3400,24,58
41509,0149,72,1800,3400,25,58
41510,0149,72,2000,3400,25,58
41511,0149,72,2200,3400,24,58
41512,0149,72,2400,3400,26,58
41513,0149,72,2600,3400,28,57
41514,0149,72,2800,3400,25,58
41515,0149,72,3000,3400,17,42
41516,0149,72,3200,3400,12,36
41517,0149,72,3400,3400,25,58
41518,0149,72,3600,3400,25,58
41519,0149,72,3800,3400,23,58
41520,0149,72,4000,3400,25,58
41521,0149,72,200,3600,18,45
41522,0149,72,400,3600,27,57
41523,0149,72,600,3600,25,59
41524,0149,72,800,3600,25,57
41525,0149,72,1000,3600,22,57
41526,014a,72,1200,3600,30,57
41527,014a,72,1400,3600,25,46
